id,genus
520,1.0
3800,1.0
3289,1.0
2695,1.0
4922,1.0
1934,1.0
3704,1.0
4017,1.0
3331,1.0
173,1.0
2983,1.0
116,1.0
4938,1.0
3524,1.0
346,1.0
631,1.0
3588,1.0
3321,1.0
2237,1.0
1180,1.0
1725,1.0
4067,1.0
2675,1.0
728,1.0
1815,1.0
1722,1.0
1377,1.0
432,1.0
1506,1.0
1705,1.0
4636,1.0
2574,1.0
1649,1.0
4868,1.0
4257,1.0
740,1.0
2110,1.0
4305,1.0
2151,1.0
689,1.0
1425,1.0
150,1.0
524,1.0
151,1.0
1066,1.0
571,1.0
3789,1.0
829,1.0
758,1.0
2442,1.0
4031,1.0
347,1.0
717,1.0
1086,1.0
1335,1.0
351,1.0
670,1.0
4307,1.0
2724,1.0
483,1.0
398,1.0
682,1.0
1800,1.0
1903,1.0
3251,1.0
4450,1.0
2713,1.0
506,1.0
2837,1.0
4674,1.0
4153,1.0
652,1.0
818,1.0
4943,1.0
3380,1.0
889,1.0
4466,1.0
1247,1.0
624,1.0
2095,1.0
2599,1.0
1983,1.0
4765,1.0
4749,1.0
4744,1.0
2895,1.0
4869,1.0
2396,1.0
3303,1.0
1101,1.0
2760,1.0
3216,1.0
2936,1.0
3356,1.0
4578,1.0
3495,1.0
4632,1.0
3845,1.0
4011,1.0
1902,1.0
830,1.0
4004,1.0
1331,1.0
1758,1.0
1478,1.0
1503,1.0
3350,1.0
822,1.0
452,1.0
4225,1.0
4833,1.0
256,1.0
4021,1.0
2632,1.0
58,1.0
4232,1.0
1320,1.0
2400,1.0
773,1.0
1318,1.0
1741,1.0
3338,1.0
1898,1.0
467,1.0
2503,1.0
326,1.0
1206,1.0
2335,1.0
705,1.0
3970,1.0
2889,1.0
2397,1.0
960,1.0
1321,1.0
1596,1.0
3874,1.0
2710,1.0
2044,1.0
2090,1.0
1632,1.0
251,1.0
1603,1.0
2246,1.0
1152,1.0
1440,1.0
2392,1.0
3067,1.0
2066,1.0
4810,1.0
2917,1.0
2370,1.0
3745,1.0
395,1.0
2578,1.0
1585,1.0
65,1.0
4062,1.0
1479,1.0
4019,1.0
2485,1.0
3489,1.0
859,1.0
2830,1.0
479,1.0
902,1.0
2466,1.0
3834,1.0
2232,1.0
4565,1.0
4927,1.0
2944,1.0
1978,1.0
4724,1.0
3738,1.0
275,1.0
472,1.0
1397,1.0
3879,1.0
3217,1.0
231,1.0
4360,1.0
272,1.0
3368,1.0
3656,1.0
2329,1.0
4236,1.0
1187,1.0
940,1.0
3345,1.0
935,1.0
3802,1.0
1578,1.0
33,1.0
20,1.0
384,1.0
4258,1.0
2829,1.0
2618,1.0
3166,1.0
844,1.0
2673,1.0
3457,1.0
389,1.0
4085,1.0
1668,1.0
4566,1.0
2600,1.0
1680,1.0
972,1.0
3595,1.0
3377,1.0
358,1.0
1661,1.0
3561,1.0
1522,1.0
1255,1.0
1743,1.0
4876,1.0
4111,1.0
1600,1.0
1428,1.0
3285,1.0
565,1.0
1636,1.0
4777,1.0
4569,1.0
1361,1.0
2857,1.0
4123,1.0
2692,1.0
3639,1.0
3241,1.0
495,1.0
4363,1.0
1069,1.0
3182,1.0
3196,1.0
2530,1.0
4336,1.0
2588,1.0
364,1.0
4844,1.0
3727,1.0
4402,1.0
4168,1.0
4235,1.0
4452,1.0
1499,1.0
2141,1.0
2196,1.0
2326,1.0
2218,1.0
4242,1.0
4120,1.0
3305,1.0
448,1.0
245,1.0
1260,1.0
4399,1.0
1547,1.0
2354,1.0
4567,1.0
3402,1.0
4541,1.0
1372,1.0
4837,1.0
418,1.0
4204,1.0
91,1.0
2602,1.0
3054,1.0
1195,1.0
4555,1.0
341,1.0
3612,1.0
3972,1.0
3076,1.0
951,1.0
402,1.0
1496,1.0
4279,1.0
4303,1.0
3386,1.0
4076,1.0
903,1.0
1415,1.0
3496,1.0
963,1.0
2278,1.0
3794,1.0
334,1.0
2286,1.0
53,1.0
1747,1.0
895,1.0
2456,1.0
562,1.0
204,1.0
3237,1.0
4345,1.0
4904,1.0
3378,1.0
2283,1.0
1186,1.0
1883,1.0
2881,1.0
22,1.0
3670,1.0
2882,1.0
185,1.0
3225,1.0
2923,1.0
4396,1.0
1303,1.0
295,1.0
4117,1.0
3980,1.0
1797,1.0
3247,1.0
2653,1.0
4813,1.0
314,1.0
2633,1.0
1820,1.0
3821,1.0
785,1.0
197,1.0
119,1.0
2444,1.0
4354,1.0
709,1.0
1172,1.0
4172,1.0
2757,1.0
1237,1.0
4416,1.0
4128,1.0
3116,1.0
609,1.0
1455,1.0
3044,1.0
1984,1.0
2145,1.0
4200,1.0
4673,1.0
881,1.0
1141,1.0
4864,1.0
641,1.0
4468,1.0
3455,1.0
2210,1.0
750,1.0
1219,1.0
2015,1.0
3481,1.0
2492,1.0
3643,1.0
4045,1.0
3234,1.0
360,1.0
1523,1.0
2744,1.0
45,1.0
3432,1.0
1914,1.0
3959,1.0
1930,1.0
4734,1.0
1557,1.0
2040,1.0
4161,1.0
282,1.0
4400,1.0
1706,1.0
2271,1.0
1062,1.0
2810,1.0
551,1.0
3318,1.0
936,1.0
3291,1.0
1631,1.0
2597,1.0
1541,1.0
4199,1.0
3521,1.0
4588,1.0
1629,1.0
392,1.0
4323,1.0
3112,1.0
4431,1.0
4263,1.0
1818,1.0
4205,1.0
2550,1.0
4220,1.0
1231,1.0
2978,1.0
1292,1.0
330,1.0
751,1.0
1481,1.0
2684,1.0
1319,1.0
3702,1.0
1213,1.0
3171,1.0
4698,1.0
1392,1.0
3900,1.0
363,1.0
1327,1.0
4930,1.0
249,1.0
4193,1.0
4723,1.0
3534,1.0
3997,1.0
3361,1.0
4714,1.0
3324,1.0
4381,1.0
4384,1.0
784,1.0
3773,1.0
4163,1.0
2312,1.0
601,1.0
4415,1.0
2140,1.0
944,1.0
1695,1.0
1333,1.0
2428,1.0
580,1.0
3210,1.0
918,1.0
1833,1.0
4949,1.0
4196,1.0
3587,1.0
1962,1.0
2127,1.0
4658,1.0
3974,1.0
4359,1.0
3706,1.0
2221,1.0
2645,1.0
865,1.0
2912,1.0
3474,1.0
1158,1.0
4299,1.0
4606,1.0
1156,1.0
4024,1.0
3394,1.0
973,1.0
154,1.0
2234,1.0
1128,1.0
296,1.0
3017,1.0
1900,1.0
4003,1.0
4346,1.0
671,1.0
3829,1.0
602,1.0
906,1.0
2750,1.0
2603,1.0
2510,1.0
2688,1.0
4364,1.0
4347,1.0
1907,1.0
3530,1.0
1148,1.0
247,1.0
669,1.0
160,1.0
2438,1.0
2407,1.0
40,1.0
3750,1.0
494,1.0
3871,1.0
1873,1.0
4286,1.0
403,1.0
1555,1.0
2589,1.0
3142,1.0
2637,1.0
1235,1.0
219,1.0
220,1.0
4559,1.0
267,1.0
2701,1.0
30,1.0
3840,1.0
301,1.0
460,1.0
321,1.0
3718,1.0
1161,1.0
763,1.0
4164,1.0
4827,1.0
1050,1.0
2770,1.0
3937,1.0
1456,1.0
459,1.0
1368,1.0
2375,1.0
4865,1.0
3370,1.0
2119,1.0
2448,1.0
83,1.0
147,1.0
4194,1.0
3129,1.0
243,1.0
188,1.0
1429,1.0
1376,1.0
2552,1.0
2493,1.0
1560,1.0
3176,1.0
3254,1.0
2863,1.0
1876,1.0
4367,1.0
4528,1.0
4001,1.0
2301,1.0
3209,1.0
726,1.0
2266,1.0
1961,1.0
4281,1.0
4044,1.0
3734,1.0
3153,1.0
3205,1.0
2667,1.0
3047,1.0
3957,1.0
4728,1.0
690,1.0
4458,1.0
117,1.0
4398,1.0
644,1.0
3927,1.0
